Customer ID,Customer Name,Phone Number,Gender,Age,Customer Region,Customer Type,Product ID,Product Name,Brand,Product Category,Tags,Quantity,Price per Unit,Discount Percentage,Total Amount,Final Amount,Date,Payment Method,Order Status,Delivery Type,Store ID,Store Location,Salesperson ID,Employee Name
CUST000882,Jane Smith,9981362559,Female,41,Central,Premium,PROD000882,Sports Product,Brand4,Sports,Sports,2,4320,4,8640,8294.40,2024-02-14,Debit Card,Cancelled,Store Pickup,STORE10,Central,EMP008,Mike Johnson
CUST000883,Jane Smith,9183247040,Male,35,South,Regular,PROD000883,Beauty Product,Brand5,Beauty,Beauty,10,3610,6,36100,33934.00,2024-04-25,Cash,Pending,Store Pickup,STORE1,South,EMP032,Emily Davis
CUST000884,Chris Wilson,9723842332,Male,63,Central,Regular,PROD000884,Beauty Product,Brand3,Beauty,Beauty,4,4932,17,19728,16374.24,2024-01-06,UPI,Pending,Store Pickup,STORE10,Central,EMP060,David Brown
CUST000885,Chris Wilson,9874076565,Male,54,North,Regular,PROD000885,Beauty Product,Brand2,Beauty,Beauty,2,1862,4,3724,3575.04,2024-07-07,Cash,Cancelled,Store Pickup,STORE10,North,EMP039,John Doe
CUST000886,Chris Wilson,9950966525,Female,53,North,Premium,PROD000886,Home Product,Brand1,Home,Home,3,4764,6,14292,13434.48,2024-11-03,UPI,Pending,Store Pickup,STORE2,North,EMP017,Sarah Williams
CUST000887,Sarah Williams,9438521918,Female,55,Central,Premium,PROD000887,Home Product,Brand2,Home,Home,10,4790,24,47900,36404.00,2024-11-01,Cash,Cancelled,Store Pickup,STORE5,Central,EMP006,Jane Smith
CUST000888,David Brown,9876390876,Male,23,South,Regular,PROD000888,Electronics Product,Brand2,Electronics,Electronics,8,1640,14,13120,11283.20,2024-08-20,Credit Card,Completed,Store Pickup,STORE10,South,EMP045,Lisa Anderson
CUST000889,Lisa Anderson,9150509848,Female,35,South,Regular,PROD000889,Electronics Product,Brand5,Electronics,Electronics,7,1918,22,13426,10472.28,2024-07-05,Cash,Completed,Store Pickup,STORE5,South,EMP081,John Doe
CUST000890,Jane Smith,9643474735,Male,46,Central,Premium,PROD000890,Electronics Product,Brand5,Electronics,Electronics,9,3348,0,30132,30132.00,2024-02-25,Cash,Cancelled,Home Delivery,STORE6,Central,EMP028,Lisa Anderson
CUST000891,John Doe,9533060568,Male,33,Central,Regular,PROD000891,Clothing Product,Brand3,Clothing,Clothing,5,2575,26,12875,9527.50,2024-07-10,Debit Card,Cancelled,Home Delivery,STORE2,Central,EMP010,Jane Smith
CUST000892,John Doe,9344342541,Male,30,South,Premium,PROD000892,Home Product,Brand2,Home,Home,4,3010,21,12040,9511.60,2024-09-20,Cash,Cancelled,Home Delivery,STORE4,South,EMP075,Chris Wilson
CUST000893,Mike Johnson,9144976565,Male,61,West,Regular,PROD000893,Sports Product,Brand1,Sports,Sports,3,1343,13,4029,3505.23,2024-11-26,Credit Card,Completed,Store Pickup,STORE1,West,EMP071,John Doe
CUST000894,Emily Davis,9470484714,Male,20,West,Regular,PROD000894,Electronics Product,Brand4,Electronics,Electronics,2,990,7,1980,1841.40,2024-09-25,UPI,Completed,Store Pickup,STORE7,West,EMP059,John Doe
CUST000895,Sarah Williams,9604786298,Female,58,West,Regular,PROD000895,Sports Product,Brand5,Sports,Sports,1,3288,8,3288,3024.96,2024-02-04,Cash,Completed,Store Pickup,STORE5,West,EMP097,Mike Johnson
CUST000896,David Brown,9186599278,Male,42,Central,Regular,PROD000896,Clothing Product,Brand1,Clothing,Clothing,4,4578,22,18312,14283.36,2024-01-23,Debit Card,Pending,Home Delivery,STORE8,Central,EMP083,John Doe
CUST000897,Sarah Williams,9207890597,Male,46,East,Regular,PROD000897,Electronics Product,Brand3,Electronics,Electronics,5,3007,11,15035,13381.15,2024-02-25,Credit Card,Cancelled,Home Delivery,STORE10,East,EMP083,Chris Wilson
CUST000898,Lisa Anderson,9258885070,Male,46,East,Regular,PROD000898,Home Product,Brand4,Home,Home,4,556,24,2224,1690.24,2024-11-01,Cash,Cancelled,Store Pickup,STORE4,East,EMP045,Chris Wilson
CUST000899,Jane Smith,9573422437,Male,68,Central,Premium,PROD000899,Clothing Product,Brand2,Clothing,Clothing,9,944,21,8496,6711.84,2024-09-28,Credit Card,Cancelled,Store Pickup,STORE1,Central,EMP032,David Brown
CUST000900,Sarah Williams,9975231813,Female,40,West,Regular,PROD000900,Clothing Product,Brand4,Clothing,Clothing,7,3392,16,23744,19944.96,2024-03-27,Cash,Cancelled,Store Pickup,STORE7,West,EMP033,Chris Wilson
CUST000901,David Brown,9446870329,Male,52,East,Premium,PROD000901,Electronics Product,Brand2,Electronics,Electronics,8,1267,24,10136,7703.36,2024-05-17,UPI,Cancelled,Store Pickup,STORE1,East,EMP019,David Brown
CUST000902,John Doe,9525275518,Female,30,West,Regular,PROD000902,Clothing Product,Brand2,Clothing,Clothing,8,4324,16,34592,29057.28,2024-11-16,Debit Card,Pending,Store Pickup,STORE5,West,EMP037,David Brown
CUST000903,Jane Smith,9723843133,Male,47,East,Regular,PROD000903,Home Product,Brand5,Home,Home,4,3881,22,15524,12108.72,2024-10-02,Debit Card,Pending,Home Delivery,STORE7,East,EMP073,Emily Davis
CUST000904,Emily Davis,9328299468,Male,36,Central,Premium,PROD000904,Sports Product,Brand2,Sports,Sports,5,2802,0,14010,14010.00,2024-07-19,Debit Card,Completed,Home Delivery,STORE4,Central,EMP075,John Doe
CUST000905,Jane Smith,9658809088,Female,48,Central,Premium,PROD000905,Beauty Product,Brand2,Beauty,Beauty,8,723,16,5784,4858.56,2024-04-08,UPI,Completed,Home Delivery,STORE4,Central,EMP071,Chris Wilson
CUST000906,Lisa Anderson,9160669589,Male,27,South,Premium,PROD000906,Clothing Product,Brand3,Clothing,Clothing,8,4117,20,32936,26348.80,2024-05-02,Debit Card,Pending,Store Pickup,STORE2,South,EMP082,Lisa Anderson
CUST000907,Emily Davis,9851506863,Male,35,West,Regular,PROD000907,Home Product,Brand4,Home,Home,9,778,25,7002,5251.50,2024-09-03,Credit Card,Completed,Store Pickup,STORE8,West,EMP056,Mike Johnson
CUST000908,David Brown,9368353597,Female,59,West,Premium,PROD000908,Electronics Product,Brand5,Electronics,Electronics,6,1612,16,9672,8124.48,2024-07-18,Cash,Cancelled,Home Delivery,STORE1,West,EMP033,Chris Wilson
CUST000909,Mike Johnson,9188105025,Female,52,Central,Premium,PROD000909,Electronics Product,Brand1,Electronics,Electronics,9,2183,28,19647,14145.84,2024-01-10,UPI,Cancelled,Store Pickup,STORE2,Central,EMP054,Sarah Williams
CUST000910,Chris Wilson,9852714932,Female,51,South,Regular,PROD000910,Sports Product,Brand4,Sports,Sports,6,3180,4,19080,18316.80,2024-06-10,Debit Card,Pending,Home Delivery,STORE4,South,EMP035,Mike Johnson
CUST000911,Sarah Williams,9677887755,Female,61,East,Regular,PROD000911,Beauty Product,Brand4,Beauty,Beauty,2,5035,19,10070,8156.70,2024-05-14,UPI,Completed,Store Pickup,STORE7,East,EMP034,Sarah Williams
CUST000912,Lisa Anderson,9748410409,Female,67,Central,Regular,PROD000912,Clothing Product,Brand4,Clothing,Clothing,7,2164,27,15148,11058.04,2024-03-24,Credit Card,Cancelled,Home Delivery,STORE3,Central,EMP022,David Brown
CUST000913,David Brown,9838864535,Male,62,North,Regular,PROD000913,Home Product,Brand2,Home,Home,8,5388,17,43104,35776.32,2024-06-03,Credit Card,Completed,Home Delivery,STORE5,North,EMP015,Mike Johnson
CUST000914,Sarah Williams,9115202991,Male,51,North,Regular,PROD000914,Clothing Product,Brand2,Clothing,Clothing,1,2647,22,2647,2064.66,2024-09-16,Cash,Cancelled,Home Delivery,STORE6,North,EMP075,Mike Johnson
CUST000915,John Doe,9924035905,Female,56,West,Regular,PROD000915,Sports Product,Brand3,Sports,Sports,8,3417,9,27336,24875.76,2024-09-17,Credit Card,Completed,Store Pickup,STORE2,West,EMP099,Emily Davis
CUST000916,Lisa Anderson,9129316844,Female,39,East,Regular,PROD000916,Electronics Product,Brand4,Electronics,Electronics,9,1948,24,17532,13324.32,2024-12-17,Debit Card,Pending,Home Delivery,STORE7,East,EMP053,Jane Smith
CUST000917,Emily Davis,9624129727,Male,49,South,Premium,PROD000917,Electronics Product,Brand5,Electronics,Electronics,6,4861,23,29166,22457.82,2024-09-07,Credit Card,Completed,Home Delivery,STORE8,South,EMP060,Emily Davis
CUST000918,Jane Smith,9222434781,Male,26,West,Premium,PROD000918,Sports Product,Brand3,Sports,Sports,4,3440,1,13760,13622.40,2024-06-28,Credit Card,Completed,Store Pickup,STORE10,West,EMP058,David Brown
CUST000919,Emily Davis,9750152871,Female,44,West,Regular,PROD000919,Home Product,Brand2,Home,Home,2,3494,10,6988,6289.20,2024-10-09,Cash,Completed,Store Pickup,STORE6,West,EMP066,David Brown
CUST000920,John Doe,9247122466,Female,35,North,Premium,PROD000920,Home Product,Brand1,Home,Home,10,5419,28,54190,39016.80,2024-01-15,Credit Card,Pending,Store Pickup,STORE4,North,EMP004,David Brown
CUST000921,David Brown,9598433251,Male,51,North,Regular,PROD000921,Beauty Product,Brand5,Beauty,Beauty,4,4687,24,18748,14248.48,2024-11-09,Credit Card,Completed,Home Delivery,STORE4,North,EMP080,Jane Smith
CUST000922,David Brown,9736192803,Female,28,East,Premium,PROD000922,Beauty Product,Brand4,Beauty,Beauty,8,5012,12,40096,35284.48,2024-01-07,Cash,Cancelled,Store Pickup,STORE6,East,EMP082,Mike Johnson
CUST000923,Emily Davis,9280095257,Male,29,North,Regular,PROD000923,Home Product,Brand4,Home,Home,5,2003,24,10015,7611.40,2024-12-06,Cash,Completed,Store Pickup,STORE10,North,EMP059,Mike Johnson
CUST000924,Chris Wilson,9508910158,Female,47,East,Regular,PROD000924,Clothing Product,Brand1,Clothing,Clothing,7,1467,3,10269,9960.93,2024-11-17,Credit Card,Cancelled,Store Pickup,STORE8,East,EMP050,Chris Wilson
CUST000925,Emily Davis,9432074798,Female,56,South,Regular,PROD000925,Beauty Product,Brand2,Beauty,Beauty,6,787,25,4722,3541.50,2024-11-16,Cash,Completed,Store Pickup,STORE10,South,EMP081,Jane Smith
CUST000926,Sarah Williams,9615731850,Male,28,South,Regular,PROD000926,Home Product,Brand2,Home,Home,6,2138,3,12828,12443.16,2024-07-04,Debit Card,Cancelled,Home Delivery,STORE6,South,EMP052,Lisa Anderson
CUST000927,Lisa Anderson,9697168482,Female,40,Central,Premium,PROD000927,Beauty Product,Brand1,Beauty,Beauty,10,5461,10,54610,49149.00,2024-09-25,Debit Card,Cancelled,Home Delivery,STORE6,Central,EMP066,Chris Wilson
CUST000928,John Doe,9397806555,Male,41,East,Regular,PROD000928,Electronics Product,Brand2,Electronics,Electronics,2,4174,11,8348,7429.72,2024-07-02,Credit Card,Cancelled,Home Delivery,STORE6,East,EMP054,Emily Davis
CUST000929,Jane Smith,9151911225,Male,21,South,Regular,PROD000929,Beauty Product,Brand4,Beauty,Beauty,6,1808,16,10848,9112.32,2024-09-11,Cash,Cancelled,Home Delivery,STORE6,South,EMP059,John Doe
CUST000930,Chris Wilson,9593834162,Female,59,South,Premium,PROD000930,Clothing Product,Brand3,Clothing,Clothing,8,2333,11,18664,16610.96,2024-02-21,Credit Card,Pending,Home Delivery,STORE6,South,EMP043,Lisa Anderson
CUST000931,John Doe,9273829020,Female,36,Central,Premium,PROD000931,Home Product,Brand3,Home,Home,1,1485,21,1485,1173.15,2024-07-14,UPI,Pending,Home Delivery,STORE6,Central,EMP055,Chris Wilson
CUST000932,Mike Johnson,9113360486,Female,37,South,Premium,PROD000932,Beauty Product,Brand4,Beauty,Beauty,9,2022,9,18198,16560.18,2024-05-18,UPI,Completed,Store Pickup,STORE1,South,EMP055,David Brown
CUST000933,Lisa Anderson,9781550312,Female,60,West,Regular,PROD000933,Beauty Product,Brand2,Beauty,Beauty,5,1913,22,9565,7460.70,2024-02-25,UPI,Cancelled,Home Delivery,STORE3,West,EMP096,Mike Johnson
CUST000934,John Doe,9192032943,Male,67,South,Premium,PROD000934,Clothing Product,Brand3,Clothing,Clothing,4,4369,6,17476,16427.44,2024-07-11,Cash,Pending,Store Pickup,STORE7,South,EMP070,Emily Davis
CUST000935,Sarah Williams,9583439914,Male,23,Central,Premium,PROD000935,Clothing Product,Brand1,Clothing,Clothing,9,5275,23,47475,36555.75,2024-07-28,Debit Card,Pending,Home Delivery,STORE2,Central,EMP091,David Brown
CUST000936,Chris Wilson,9691020786,Male,32,South,Regular,PROD000936,Beauty Product,Brand3,Beauty,Beauty,3,3025,11,9075,8076.75,2024-12-04,Credit Card,Cancelled,Home Delivery,STORE10,South,EMP009,Emily Davis
CUST000937,Emily Davis,9127493499,Female,42,Central,Regular,PROD000937,Clothing Product,Brand4,Clothing,Clothing,9,4795,17,43155,35818.65,2024-03-08,Cash,Cancelled,Store Pickup,STORE6,Central,EMP050,Lisa Anderson
CUST000938,Lisa Anderson,9515467659,Male,30,North,Premium,PROD000938,Sports Product,Brand4,Sports,Sports,3,5119,19,15357,12439.17,2024-09-21,UPI,Pending,Home Delivery,STORE3,North,EMP082,Jane Smith
CUST000939,Chris Wilson,9631918028,Female,46,North,Premium,PROD000939,Electronics Product,Brand5,Electronics,Electronics,1,819,21,819,647.01,2024-08-24,Debit Card,Completed,Home Delivery,STORE8,North,EMP084,Jane Smith
CUST000940,Sarah Williams,9331647451,Male,48,Central,Regular,PROD000940,Sports Product,Brand2,Sports,Sports,5,4200,22,21000,16380.00,2024-06-06,UPI,Cancelled,Store Pickup,STORE1,Central,EMP029,Chris Wilson
CUST000941,Mike Johnson,9668818968,Male,54,West,Premium,PROD000941,Home Product,Brand1,Home,Home,6,1528,29,9168,6509.28,2024-08-28,UPI,Pending,Store Pickup,STORE10,West,EMP012,Mike Johnson
CUST000942,Mike Johnson,9898311554,Male,57,South,Regular,PROD000942,Clothing Product,Brand2,Clothing,Clothing,9,1192,20,10728,8582.40,2024-09-10,Debit Card,Completed,Home Delivery,STORE8,South,EMP044,Chris Wilson
CUST000943,Jane Smith,9341537713,Male,41,North,Premium,PROD000943,Sports Product,Brand3,Sports,Sports,7,4985,18,34895,28613.90,2024-06-22,Cash,Cancelled,Home Delivery,STORE5,North,EMP049,Emily Davis
CUST000944,John Doe,9108890578,Male,60,West,Premium,PROD000944,Electronics Product,Brand1,Electronics,Electronics,3,4667,4,14001,13440.96,2024-07-26,Debit Card,Completed,Store Pickup,STORE1,West,EMP046,John Doe
CUST000945,John Doe,9523198802,Female,33,North,Premium,PROD000945,Sports Product,Brand4,Sports,Sports,1,1981,11,1981,1763.09,2024-09-06,Debit Card,Completed,Store Pickup,STORE3,North,EMP043,Chris Wilson
CUST000946,Emily Davis,9867096924,Male,47,South,Regular,PROD000946,Home Product,Brand2,Home,Home,6,5328,12,31968,28131.84,2024-02-25,Debit Card,Pending,Home Delivery,STORE8,South,EMP047,John Doe
CUST000947,Lisa Anderson,9685645491,Male,50,North,Premium,PROD000947,Home Product,Brand5,Home,Home,9,1956,0,17604,17604.00,2024-08-24,UPI,Cancelled,Store Pickup,STORE1,North,EMP036,Lisa Anderson
CUST000948,Emily Davis,9139462216,Male,28,East,Regular,PROD000948,Electronics Product,Brand1,Electronics,Electronics,5,3023,11,15115,13452.35,2024-07-03,Debit Card,Cancelled,Store Pickup,STORE10,East,EMP040,Lisa Anderson
CUST000949,David Brown,9180721198,Female,49,East,Regular,PROD000949,Beauty Product,Brand2,Beauty,Beauty,10,3891,22,38910,30349.80,2024-09-01,Debit Card,Cancelled,Home Delivery,STORE10,East,EMP056,Lisa Anderson
CUST000950,Lisa Anderson,9455302433,Female,37,North,Regular,PROD000950,Electronics Product,Brand3,Electronics,Electronics,2,4722,6,9444,8877.36,2024-09-26,Credit Card,Completed,Store Pickup,STORE1,North,EMP039,Lisa Anderson
CUST000951,Mike Johnson,9376263359,Male,24,West,Regular,PROD000951,Electronics Product,Brand1,Electronics,Electronics,1,3307,3,3307,3207.79,2024-06-17,UPI,Completed,Store Pickup,STORE3,West,EMP067,Jane Smith
CUST000952,Jane Smith,9392015475,Female,54,South,Premium,PROD000952,Home Product,Brand1,Home,Home,4,1165,6,4660,4380.40,2024-08-11,Credit Card,Completed,Home Delivery,STORE10,South,EMP060,Sarah Williams
CUST000953,Emily Davis,9280339022,Female,42,South,Regular,PROD000953,Electronics Product,Brand5,Electronics,Electronics,5,3992,5,19960,18962.00,2024-09-14,Credit Card,Completed,Store Pickup,STORE4,South,EMP054,Mike Johnson
CUST000954,Chris Wilson,9659938552,Male,65,Central,Premium,PROD000954,Sports Product,Brand1,Sports,Sports,4,977,27,3908,2852.84,2024-04-18,Credit Card,Cancelled,Store Pickup,STORE5,Central,EMP046,Mike Johnson
CUST000955,Sarah Williams,9909657017,Female,21,East,Regular,PROD000955,Home Product,Brand3,Home,Home,10,2391,23,23910,18410.70,2024-04-15,Credit Card,Pending,Home Delivery,STORE5,East,EMP082,Chris Wilson
CUST000956,John Doe,9613107560,Male,20,West,Regular,PROD000956,Sports Product,Brand5,Sports,Sports,7,2843,8,19901,18308.92,2024-05-16,Credit Card,Pending,Home Delivery,STORE7,West,EMP096,Lisa Anderson
CUST000957,David Brown,9921968276,Female,38,South,Regular,PROD000957,Home Product,Brand3,Home,Home,5,2894,4,14470,13891.20,2024-10-28,Credit Card,Completed,Store Pickup,STORE8,South,EMP054,Chris Wilson
CUST000958,David Brown,9528189199,Male,64,Central,Premium,PROD000958,Beauty Product,Brand4,Beauty,Beauty,4,4177,18,16708,13700.56,2024-06-20,Cash,Pending,Store Pickup,STORE7,Central,EMP094,Chris Wilson
CUST000959,Mike Johnson,9604322101,Female,27,East,Premium,PROD000959,Beauty Product,Brand4,Beauty,Beauty,10,523,15,5230,4445.50,2024-12-20,Cash,Pending,Home Delivery,STORE9,East,EMP092,David Brown
CUST000960,Jane Smith,9718590642,Female,56,West,Premium,PROD000960,Electronics Product,Brand1,Electronics,Electronics,7,2365,0,16555,16555.00,2024-02-01,Credit Card,Cancelled,Store Pickup,STORE6,West,EMP048,Chris Wilson
CUST000961,Sarah Williams,9248205927,Female,62,East,Premium,PROD000961,Electronics Product,Brand4,Electronics,Electronics,2,1440,8,2880,2649.60,2024-06-26,Credit Card,Completed,Home Delivery,STORE1,East,EMP002,Mike Johnson
CUST000962,Sarah Williams,9118402734,Female,59,West,Premium,PROD000962,Beauty Product,Brand4,Beauty,Beauty,3,1374,9,4122,3751.02,2024-04-22,Cash,Pending,Home Delivery,STORE10,West,EMP033,Jane Smith
CUST000963,Chris Wilson,9871703124,Female,22,Central,Premium,PROD000963,Beauty Product,Brand2,Beauty,Beauty,1,5097,11,5097,4536.33,2024-04-08,Credit Card,Pending,Store Pickup,STORE6,Central,EMP048,Jane Smith
CUST000964,Emily Davis,9891550506,Male,27,Central,Regular,PROD000964,Electronics Product,Brand2,Electronics,Electronics,8,5310,16,42480,35683.20,2024-11-28,Debit Card,Cancelled,Store Pickup,STORE8,Central,EMP007,Jane Smith
CUST000965,Sarah Williams,9768920329,Female,67,South,Regular,PROD000965,Beauty Product,Brand1,Beauty,Beauty,1,3872,27,3872,2826.56,2024-10-07,Credit Card,Pending,Store Pickup,STORE9,South,EMP072,John Doe
CUST000966,Chris Wilson,9836098009,Female,31,East,Premium,PROD000966,Sports Product,Brand5,Sports,Sports,5,754,28,3770,2714.40,2024-01-02,Cash,Pending,Store Pickup,STORE4,East,EMP035,Chris Wilson
CUST000967,Sarah Williams,9292444184,Female,43,North,Regular,PROD000967,Sports Product,Brand5,Sports,Sports,3,1989,24,5967,4534.92,2024-09-16,UPI,Completed,Store Pickup,STORE9,North,EMP014,Chris Wilson
CUST000968,Mike Johnson,9715203517,Male,29,East,Premium,PROD000968,Beauty Product,Brand4,Beauty,Beauty,3,1122,26,3366,2490.84,2024-08-27,UPI,Pending,Store Pickup,STORE4,East,EMP001,David Brown
CUST000969,David Brown,9372461347,Male,51,South,Regular,PROD000969,Electronics Product,Brand1,Electronics,Electronics,6,1374,2,8244,8079.12,2024-10-16,Debit Card,Completed,Store Pickup,STORE1,South,EMP099,Lisa Anderson
CUST000970,Mike Johnson,9894523098,Female,69,South,Premium,PROD000970,Sports Product,Brand5,Sports,Sports,1,2721,1,2721,2693.79,2024-08-24,Cash,Cancelled,Store Pickup,STORE2,South,EMP012,Chris Wilson
CUST000971,Jane Smith,9973626419,Male,20,North,Premium,PROD000971,Sports Product,Brand5,Sports,Sports,6,3245,2,19470,19080.60,2024-05-10,UPI,Pending,Home Delivery,STORE8,North,EMP001,Emily Davis
CUST000972,John Doe,9154575815,Male,23,North,Regular,PROD000972,Beauty Product,Brand4,Beauty,Beauty,9,2500,1,22500,22275.00,2024-03-24,Debit Card,Cancelled,Store Pickup,STORE10,North,EMP073,John Doe
CUST000973,David Brown,9720058476,Female,62,North,Premium,PROD000973,Home Product,Brand5,Home,Home,7,561,13,3927,3416.49,2024-08-24,Credit Card,Cancelled,Home Delivery,STORE10,North,EMP038,Emily Davis
CUST000974,Jane Smith,9860096592,Male,36,East,Premium,PROD000974,Clothing Product,Brand3,Clothing,Clothing,5,4324,2,21620,21187.60,2024-10-22,Credit Card,Completed,Home Delivery,STORE3,East,EMP042,Mike Johnson
CUST000975,David Brown,9469299984,Male,28,South,Premium,PROD000975,Sports Product,Brand4,Sports,Sports,8,2867,15,22936,19495.60,2024-08-13,Cash,Cancelled,Home Delivery,STORE5,South,EMP046,Sarah Williams
CUST000976,David Brown,9910261130,Male,31,West,Regular,PROD000976,Beauty Product,Brand3,Beauty,Beauty,7,3146,17,22022,18278.26,2024-04-28,UPI,Completed,Store Pickup,STORE2,West,EMP090,David Brown
CUST000977,Emily Davis,9247182431,Male,22,North,Premium,PROD000977,Electronics Product,Brand4,Electronics,Electronics,5,3975,29,19875,14111.25,2024-08-21,Cash,Cancelled,Store Pickup,STORE2,North,EMP075,Jane Smith
CUST000978,Chris Wilson,9312836040,Female,49,East,Regular,PROD000978,Clothing Product,Brand1,Clothing,Clothing,7,2978,24,20846,15842.96,2024-06-23,Credit Card,Cancelled,Home Delivery,STORE8,East,EMP085,Emily Davis
CUST000979,Jane Smith,9338015120,Female,51,North,Premium,PROD000979,Home Product,Brand2,Home,Home,9,527,23,4743,3652.11,2024-05-12,Debit Card,Pending,Home Delivery,STORE4,North,EMP100,Mike Johnson
CUST000980,Lisa Anderson,9491962107,Male,61,East,Premium,PROD000980,Electronics Product,Brand5,Electronics,Electronics,5,4904,20,24520,19616.00,2024-12-17,Debit Card,Completed,Store Pickup,STORE5,East,EMP100,Jane Smith
CUST000981,Lisa Anderson,9673487054,Female,43,South,Regular,PROD000981,Beauty Product,Brand5,Beauty,Beauty,5,4232,29,21160,15023.60,2024-07-23,Cash,Cancelled,Store Pickup,STORE10,South,EMP038,David Brown
CUST000982,Emily Davis,9389449916,Female,20,North,Regular,PROD000982,Electronics Product,Brand4,Electronics,Electronics,9,780,14,7020,6037.20,2024-10-01,UPI,Cancelled,Home Delivery,STORE2,North,EMP064,John Doe
CUST000983,Emily Davis,9472127109,Male,33,South,Regular,PROD000983,Sports Product,Brand3,Sports,Sports,7,5469,21,38283,30243.57,2024-10-04,Credit Card,Completed,Home Delivery,STORE6,South,EMP001,Mike Johnson
CUST000984,Emily Davis,9180625101,Male,55,Central,Regular,PROD000984,Home Product,Brand3,Home,Home,1,3202,6,3202,3009.88,2024-11-09,UPI,Completed,Home Delivery,STORE7,Central,EMP040,Lisa Anderson
CUST000985,Lisa Anderson,9950040093,Female,31,East,Regular,PROD000985,Home Product,Brand1,Home,Home,4,2747,4,10988,10548.48,2024-11-28,Debit Card,Completed,Store Pickup,STORE8,East,EMP030,Sarah Williams
CUST000986,Sarah Williams,9774251755,Male,26,North,Regular,PROD000986,Electronics Product,Brand4,Electronics,Electronics,1,2747,22,2747,2142.66,2024-03-22,Cash,Completed,Home Delivery,STORE3,North,EMP005,Sarah Williams
CUST000987,John Doe,9589682026,Female,39,East,Premium,PROD000987,Home Product,Brand1,Home,Home,1,2871,19,2871,2325.51,2024-08-11,Credit Card,Completed,Store Pickup,STORE5,East,EMP064,David Brown
CUST000988,Sarah Williams,9679395746,Male,41,Central,Regular,PROD000988,Electronics Product,Brand1,Electronics,Electronics,6,3073,29,18438,13090.98,2024-07-12,Cash,Completed,Home Delivery,STORE3,Central,EMP040,Mike Johnson
CUST000989,Chris Wilson,9934014264,Female,69,South,Premium,PROD000989,Beauty Product,Brand4,Beauty,Beauty,3,1394,1,4182,4140.18,2024-08-06,Credit Card,Cancelled,Store Pickup,STORE3,South,EMP091,David Brown
CUST000990,Jane Smith,9501386194,Female,67,Central,Regular,PROD000990,Electronics Product,Brand2,Electronics,Electronics,2,2025,3,4050,3928.50,2024-06-06,Cash,Completed,Home Delivery,STORE7,Central,EMP068,Lisa Anderson
CUST000991,Jane Smith,9687689869,Male,27,West,Regular,PROD000991,Home Product,Brand5,Home,Home,7,1676,26,11732,8681.68,2024-06-12,Cash,Completed,Store Pickup,STORE2,West,EMP054,Mike Johnson
CUST000992,David Brown,9586161334,Female,31,West,Premium,PROD000992,Electronics Product,Brand2,Electronics,Electronics,5,3903,3,19515,18929.55,2024-05-05,Credit Card,Completed,Store Pickup,STORE2,West,EMP005,Emily Davis
CUST000993,John Doe,9442627177,Male,40,West,Regular,PROD000993,Sports Product,Brand4,Sports,Sports,5,4786,21,23930,18904.70,2024-12-01,UPI,Cancelled,Home Delivery,STORE4,West,EMP071,Mike Johnson
CUST000994,Sarah Williams,9742690367,Female,63,Central,Regular,PROD000994,Sports Product,Brand4,Sports,Sports,10,4550,27,45500,33215.00,2024-01-21,Debit Card,Cancelled,Home Delivery,STORE3,Central,EMP054,John Doe
CUST000995,Jane Smith,9628108034,Female,37,South,Premium,PROD000995,Electronics Product,Brand1,Electronics,Electronics,4,4602,3,18408,17855.76,2024-04-17,Cash,Cancelled,Home Delivery,STORE7,South,EMP024,Mike Johnson
CUST000996,Sarah Williams,9639362943,Female,60,East,Regular,PROD000996,Home Product,Brand1,Home,Home,1,1953,20,1953,1562.40,2024-05-11,Debit Card,Pending,Home Delivery,STORE6,East,EMP075,Chris Wilson
CUST000997,Emily Davis,9405335193,Male,26,South,Regular,PROD000997,Sports Product,Brand2,Sports,Sports,7,3667,6,25669,24128.86,2024-08-26,UPI,Pending,Home Delivery,STORE10,South,EMP067,John Doe
CUST000998,Jane Smith,9855305981,Female,42,Central,Premium,PROD000998,Home Product,Brand4,Home,Home,2,1520,2,3040,2979.20,2024-04-01,Debit Card,Completed,Store Pickup,STORE1,Central,EMP030,Sarah Williams
CUST000999,Emily Davis,9962560916,Female,45,South,Premium,PROD000999,Electronics Product,Brand5,Electronics,Electronics,5,868,20,4340,3472.00,2024-07-06,Cash,Cancelled,Home Delivery,STORE3,South,EMP059,Emily Davis
CUST001000,Sarah Williams,9796409525,Male,48,East,Regular,PROD001000,Beauty Product,Brand1,Beauty,Beauty,4,4968,15,19872,16891.20,2024-11-20,Debit Card,Pending,Store Pickup,STORE2,East,EMP038,Lisa Anderson
CUST001001,Lisa Anderson,9940387026,Female,53,South,Premium,PROD001001,Home Product,Brand1,Home,Home,8,5049,12,40392,35544.96,2024-07-18,Credit Card,Pending,Store Pickup,STORE3,South,EMP070,Lisa Anderson
CUST001002,John Doe,9971262633,Female,50,North,Premium,PROD001002,Sports Product,Brand5,Sports,Sports,3,4548,5,13644,12961.80,2024-02-02,Cash,Cancelled,Store Pickup,STORE5,North,EMP021,Jane Smith
CUST001003,Emily Davis,9128783367,Male,48,South,Premium,PROD001003,Sports Product,Brand2,Sports,Sports,3,4145,6,12435,11688.90,2024-07-13,Credit Card,Cancelled,Home Delivery,STORE5,South,EMP062,David Brown
